,campus,curso,anoingresso,periodoingresso,rendabruta,ira,modalidade,genero,raca,idade,idioma,ficou_tempo_sem_estudar,quantidade_computadores,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,reprovacoes,reprovacoes_por_falta,percentual_carga_horaria_frequentada_mean,carga_horaria_total
32642,itz,técnico em meio ambiente sub. - itz,2020,1,1040.0,0.0,subsequente,f,parda,20,false,false,0.0,avô,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
14189,srm,técnico em informática integrado srm,2015,1,700.0,7.05,integrado,m,preta,20,true,false,0.0,pais,ensino superior completo,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
18939,pin,pinheiro - técnico em administração - integrado,2020,1,1900.0,0.0,integrado,f,parda,15,false,false,1.0,pais,ensino médio incompleto,não estudou,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10165,cch,curso técnico em meio ambiente integrado,2017,1,4726.04,8.6,integrado,f,parda,19,false,false,0.0,parentes,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16053,aca,técnico em alimentos integrado ao ensino médio,2015,1,1900.0,6.89,integrado,m,parda,20,false,false,1.0,pais,pós-gradução completa,ensino fundamental incompleto,1.0,solteiro(a),0,rural,estágio ou bolsa,0.0,0.0,0.0,0.0
12948,mtc,licenciatura em matemática,2019,1,500.0,1.28,licenciatura,f,parda,20,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
1238,ped,técnico em eletromecânica subsequente,2017,2,0.0,8.37,subsequente,m,preta,26,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
27206,gra,técnico em agronegócio integrado ao ensino médio,2017,1,750.0,8.06,integrado,m,parda,19,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
25943,bac,técnico em química na forma integrada ao ensino médio,2017,1,570.0,7.4,integrado,f,preta,19,false,false,0.0,parentes,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
6007,cch,curso técnico em mecânica,2016,2,600.0,7.96,subsequente,m,parda,25,false,false,0.0,pai,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,estágio ou bolsa,0.0,0.0,0.0,0.0
29627,cnt,técnico em administração integrado ao ensino médio,2015,1,500.0,8.64,integrado,f,preta,35,false,false,0.0,cônjuge,não estudou,não estudou,0.0,união estável,0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
18226,bar,barreirinhas - técnico em meio ambiente,2018,1,1068.0,3.71,integrado,f,branca,19,false,false,0.0,parentes,ensino fundamental incompleto,não sei informar,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
14078,mtc,engenharia civil,2014,1,750.0,6.81,bacharelado,f,parda,26,false,false,0.0,pai,ensino superior completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24274,mtc,técnico em mecânica tc: n área: controle e processos industriais,2019,1,1200.0,1.85,concomitante,f,preta,17,false,false,0.0,mãe,ensino médio completo,ensino superior completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
25970,sin,santa inês - técnico em logística integrado ao ensino médio,2015,1,1500.0,7.84,integrado,f,parda,21,false,false,0.0,pais,ensino médio incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
21198,gra,técnico em agronegócio subsequente,2017,1,937.0,7.44,subsequente,m,preta,31,false,false,0.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),1,urbano,serviço público,0.0,0.0,0.0,0.0
24975,cax,caxias - licenciatura em pedagogia,2019,1,800.0,0.0,licenciatura,f,amarela,23,false,false,0.0,tios,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
26866,vna,técnico em informática subsequente,2016,2,1114.0,9.16,subsequente,f,parda,30,false,false,1.0,outro,ensino médio completo,não sei informar,0.0,solteiro(a),1,urbano,serviço público,0.0,0.0,0.0,0.0
2332,pin,pinheiro - técnico em administração - subsequente,2016,1,450.0,0.0,subsequente,f,branca,24,false,false,0.0,pais,não estudou,não estudou,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
7899,vna,técnico em informática subsequente,2016,2,1995.0,7.43,subsequente,f,preta,30,false,false,0.0,mãe,ensino fundamental incompleto,alfabetizado,0.0,solteiro(a),0,rural,serviço público,0.0,0.0,0.0,0.0
32047,sin,santa inês - técnico em eletroeletrônica integrado ao ensino médio,2015,1,1200.0,8.07,integrado,m,preta,22,false,false,0.0,pais,ensino superior completo,ensino médio completo,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
1329,srm,técnico em informática integrado srm,2016,1,130.0,8.12,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16755,pin,pinheiro - técnico em informática - integrado,2017,1,937.0,7.61,integrado,m,parda,19,false,false,0.0,parentes,ensino fundamental incompleto,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
7264,mar,técnico em agropecuária - ead,2018,1,954.0,7.81,subsequente,m,parda,34,false,false,0.0,outro,ensino superior completo,pós-gradução completa,1.0,união estável,0,urbano,serviço público,0.0,0.0,0.0,0.0
17730,itz,técnico em edificações integrado - itz,2016,1,1992.0,6.26,integrado,f,parda,19,false,false,0.0,pai,ensino superior completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
13787,cax,caxias - técnico em agroindústria,2017,1,1960.0,8.1,integrado,f,parda,18,true,false,0.0,pais,pós-gradução completa,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
12960,cnt,técnico em automação industrial,2018,2,0.0,8.69,subsequente,m,parda,27,false,false,0.0,pais,alfabetizado,alfabetizado,0.0,solteiro(a),0,rural,trabalhador rural/agricultor,0.0,0.0,0.0,0.0
22395,mtc,técnico em comunicação visual integrado tc: nárea: produção cultural e design,2017,1,100.0,7.74,integrado,f,preta,20,true,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
15705,sjp,sjp - bacharelado em administração - superior,2016,1,1615.0,8.51,bacharelado,m,parda,23,false,false,0.0,mãe,ensino médio incompleto,ensino superior incompleto,0.0,solteiro(a),1,urbano,não está trabalhando,0.0,0.0,0.0,0.0
15566,alc,curso técnico em eletrônica alcântara,2015,1,1200.0,7.87,integrado,f,parda,20,true,false,0.0,parentes,ensino médio completo,ensino superior incompleto,2.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10177,bar,barreirinhas - técnico em agenciamento de viagem subsequente,2016,2,720.0,8.73,subsequente,f,parda,25,true,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,casado(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
6013,bar,barreirinhas - técnico em restaurante e bar subsequente,2017,1,919.76,0.0,subsequente,m,parda,22,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
459,pin,pinheiro -técnico em marketing,2015,1,1110.0,7.81,integrado,m,parda,22,true,false,0.0,parentes,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
5526,itz,técnico em edificações integrado - itz,2017,1,998.0,0.0,integrado,f,preta,18,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
27817,mtc,engenharia elétrica industrial,2017,1,10000.0,2.43,bacharelado,m,branca,21,true,false,0.0,parentes,pós-gradução completa,ensino superior completo,3.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31984,mar,hospedagem ead,2018,2,0.0,7.92,concomitante,m,parda,21,false,false,0.0,mãe,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
6063,bar,barreirinhas - técnico em agenciamento de viagem,2016,1,798.44,8.26,integrado,f,parda,20,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
25084,mtc,técnico em design de móveis integrado tc: t n áre: produção cultural e design,2015,1,800.0,8.41,integrado,f,parda,20,false,false,0.0,pais,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
18369,cch,técnico em eventos - integrado,2018,1,954.0,6.9,integrado,f,parda,17,false,false,0.0,mãe,ensino fundamental completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
3166,bdc,curso técnico em edificações na forma subsequente ao ensino médio - tc: area: infraestrutura,2019,1,1110.0,7.87,subsequente,f,parda,20,false,false,0.0,pais,ensino fundamental incompleto,não estudou,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
14706,mar,técnico em agropecuária - ead,2018,1,950.0,7.51,subsequente,m,parda,25,false,false,1.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
6012,sin,santa inês - licenciatura em física,2020,1,4538.0,3.79,licenciatura,m,parda,19,false,false,1.0,avô,ensino superior completo,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
9366,pin,pinheiro -técnico em marketing,2015,1,8800.0,7.31,integrado,f,branca,19,false,false,0.0,pai,ensino superior completo,ensino superior completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
4541,cod,licenciatura em ciências agrárias,2014,1,937.0,7.46,licenciatura,f,parda,24,false,false,0.0,mãe,ensino fundamental incompleto,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31706,mar,maracanã - curso técnico em agroindústria integrado,2017,1,1000.0,0.0,integrado,m,parda,18,false,false,0.0,pais,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
772,mar,maracanã - curso técnico em meio ambiente subsequente,2019,1,1450.0,7.74,subsequente,m,branca,22,false,false,0.0,pai,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
19226,mar,técnico em agropecuária - ead,2018,1,0.0,7.54,subsequente,f,parda,31,true,false,0.0,sozinho,pós-gradução completa,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
1351,pin,pinheiro - técnico em meio ambiente - integrado,2019,1,1500.0,0.35,integrado,f,preta,17,false,false,0.0,mãe,pós-gradução completa,não sei informar,1.0,solteiro(a),1,rural,nunca trabalhou,0.0,0.0,0.0,0.0
19496,cch,curso técnico em mecânica,2017,1,2300.0,8.02,subsequente,f,parda,39,false,false,0.0,outro,ensino fundamental incompleto,ensino fundamental incompleto,1.0,casado(a),2,urbano,não está trabalhando,0.0,0.0,0.0,0.0
3004,cax,caxias - técnico em agroindústria,2016,1,800.0,7.48,integrado,f,preta,19,false,false,0.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
17345,cax,caxias - técnico em agropecuária,2015,1,955.0,0.0,integrado,f,parda,21,true,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20345,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,f,parda,24,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),2,urbano,não está trabalhando,0.0,0.0,0.0,0.0
20761,mtc,licenciatura em química,2017,1,954.0,6.42,licenciatura,m,branca,21,false,false,0.0,mãe,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,estágio ou bolsa,0.0,0.0,0.0,0.0
19991,ped,técnico em petróleo e gás,2020,1,1036.0,0.0,subsequente,m,parda,23,false,false,0.0,mãe,ensino fundamental completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
30583,tmn,timon - curso técnico  em edificações integrado - integral,2017,1,480.0,8.34,integrado,f,preta,18,false,false,0.0,mãe,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
6988,aca,alimentos anual,2017,1,938.0,9.15,integrado,f,branca,18,false,false,0.0,pais,ensino fundamental incompleto,ensino médio incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
23631,sjp,licenciatura plena em matemática - ead,2017,2,0.0,3.97,licenciatura,f,preta,32,true,false,0.0,outro,ensino médio completo,ensino fundamental incompleto,1.0,divorciado(a),1,rural,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
8517,srm,técnico em agropecuária integrado srm 2015,2015,1,1500.0,6.24,integrado,m,parda,21,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
15973,pin,pinheiro -técnico em marketing,2015,1,940.0,7.61,integrado,m,preta,21,false,false,0.0,mãe,ensino fundamental incompleto,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
29645,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,f,parda,38,false,false,0.0,parentes,não estudou,não estudou,0.0,solteiro(a),2,urbano,não está trabalhando,0.0,0.0,0.0,0.0
5655,ped,técnico em eletromecânica subsequente,2016,2,1892.95,7.95,subsequente,m,parda,37,false,false,0.0,cônjuge,ensino superior completo,ensino superior completo,1.0,casado(a),1,urbano,não está trabalhando,0.0,0.0,0.0,0.0
13780,pin,pinheiro - técnico em meio ambiente,2016,1,350.0,0.0,integrado,f,parda,19,false,false,0.0,parentes,ensino fundamental incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
33706,bdc,curso técnico em química integrado ao ensino médio- tc: área: controle e processos industriais,2017,1,998.0,8.31,integrado,m,parda,18,false,false,1.0,pais,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31206,cod,licenciatura em ciências agrárias,2013,1,600.0,7.34,licenciatura,f,preta,27,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26589,bar,barreirinhas - técnico em agroecologia,2017,1,250.0,8.24,integrado,f,parda,19,false,false,0.0,pais,ensino médio incompleto,ensino fundamental completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
32337,mar,técnico em agropecuária - ead,2018,1,0.0,7.68,subsequente,m,parda,27,false,false,0.0,cônjuge,pós-gradução completa,não sei informar,0.0,solteiro(a),2,rural,autônomo,0.0,0.0,0.0,0.0
1444,bac,técnico em administração na forma subsequente,2017,1,937.0,3.99,subsequente,f,parda,22,false,false,0.0,parentes,ensino superior incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,estágio ou bolsa,0.0,0.0,0.0,0.0
5394,mar,técnico em agropecuária - ead,2018,1,0.0,8.13,subsequente,m,parda,36,false,false,1.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),1,urbano,serviço público,0.0,0.0,0.0,0.0
12917,cax,caxias - técnico em agroindústria,2015,1,0.0,7.89,integrado,f,preta,20,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20707,cax,caxias - licenciatura em ciências biológicas,2016,2,1118.75,4.22,licenciatura,f,parda,26,false,false,0.0,parentes,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
24843,mtc,técnico em eletromecânica integrado tc: t n área: controle e processos industriais,2014,1,2599.0,8.61,integrado,m,preta,22,true,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13786,cod,licenciatura em matemática,2018,1,0.0,1.19,licenciatura,m,preta,25,false,false,0.0,mãe,ensino fundamental incompleto,não estudou,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
15908,gra,técnico em agronegócio subsequente,2016,1,1600.0,7.82,subsequente,m,parda,25,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13930,mar,técnico em agropecuária - ead,2018,1,0.0,7.55,subsequente,f,parda,26,false,false,0.0,pais,ensino fundamental incompleto,alfabetizado,0.0,solteiro(a),1,urbano,não está trabalhando,0.0,0.0,0.0,0.0
8817,srm,graduação em agronomia,2019,1,2600.0,8.66,bacharelado,m,parda,20,true,false,0.0,pais,ensino médio incompleto,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1453,bdc,curso técnico em química integrado ao ensino médio- tc: área: controle e processos industriais,2017,1,3950.0,8.22,integrado,f,parda,18,false,false,0.0,pais,ensino médio completo,ensino superior completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20800,bdc,curso técnico em informática integrado ao ensino médio: tc: area: informação e comunicação,2017,1,1298.0,8.04,integrado,m,parda,19,false,false,0.0,mãe,ensino fundamental incompleto,ensino superior completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
19027,mtc,técnico em metalurgia tc: nárea: controle e processos industrais,2016,1,1279.57,0.0,concomitante,f,branca,22,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
3751,aca,eletromecânica anual,2017,1,0.0,8.43,integrado,m,parda,18,false,false,1.0,pais,ensino médio completo,ensino médio completo,1.0,união estável,0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
1884,bar,barreirinhas - técnico em meio ambiente,2014,1,300.0,9.03,integrado,f,branca,22,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental completo,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
1104,sjr,técnico em administração subsequente,2017,1,0.0,8.28,subsequente,f,branca,26,false,false,0.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,0.0,união estável,2,urbano,não está trabalhando,0.0,0.0,0.0,0.0
34399,mtc,"técnico de segurança do trabalho integrado tc: nárea: ambiente, saúde e segurança",2014,1,0.0,8.75,integrado,f,parda,22,true,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
7591,ita,técnico em meio ambiente,2018,1,0.0,8.6,integrado,m,parda,19,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
4516,itz,técnico em meio ambiente sub. - itz,2019,1,2000.0,8.28,subsequente,f,branca,25,true,false,0.0,mãe,ensino médio completo,ensino superior completo,1.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
1018,vna,técnico em administração subsequente,2018,1,0.0,7.83,subsequente,f,parda,24,false,false,0.0,outro,ensino médio completo,ensino fundamental incompleto,1.0,solteiro(a),2,rural,não está trabalhando,0.0,0.0,0.0,0.0
22301,bdc,curso técnico em edificações na forma subsequente ao ensino médio - tc: area: infraestrutura,2019,1,950.0,7.81,subsequente,m,preta,32,false,false,0.0,mãe,não estudou,não estudou,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
28399,cod,licenciatura em ciências agrárias,2019,1,0.0,5.6,licenciatura,m,branca,21,false,false,0.0,sozinho,ensino superior incompleto,ensino superior completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
5757,mtc,"segurança do trabalho subsequente tc: t area: ambiente, saúde e segurança",2016,1,1500.0,2.33,subsequente,f,branca,23,false,false,0.0,parentes,ensino médio completo,ensino superior completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
7103,sjr,técnico em eletroeletrônica integrado,2017,1,0.0,8.47,integrado,f,parda,17,false,false,0.0,parentes,ensino superior completo,ensino superior completo,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
30460,sjr,técnico em redes de computadores concomitante,2016,2,3000.0,8.54,concomitante,f,branca,20,false,false,0.0,parentes,ensino médio completo,ensino superior completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1811,bdc,curso técnico em química integrado ao ensino médio- tc: área: controle e processos industriais,2017,1,900.0,7.73,integrado,f,branca,18,false,false,0.0,mãe,ensino fundamental incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
28219,alc,curso técnico em meio ambiente subsequente alcântara,2020,1,10.45,0.0,subsequente,f,parda,29,false,false,0.0,mãe,ensino superior completo,não estudou,1.0,solteiro(a),1,urbano,autônomo,0.0,0.0,0.0,0.0
5002,tmn,timon - técnico em administração - integrada,2017,1,800.0,8.17,integrado,f,preta,18,false,false,1.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
23921,bar,barreirinhas - técnico em hospedagem proeja,2015,2,968.0,8.24,integrado eja,f,parda,39,false,false,0.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,1.0,casado(a),4,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
2429,mtc,"técnico de segurança do trabalho integrado tc: nárea: ambiente, saúde e segurança",2016,1,2052.85,8.5,integrado,m,parda,19,true,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,beneficiário ou pensionista do inss,0.0,0.0,0.0,0.0
24368,pin,pinheiro - técnico em informática,2016,1,954.0,0.0,integrado,f,parda,19,false,false,0.0,pais,ensino superior completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
17144,cnt,técnico em informática integrado ao ensino médio,2015,1,1576.0,8.55,integrado,m,parda,20,false,false,1.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20124,mtc,"segurança do trabalho subsequente tc: t area: ambiente, saúde e segurança",2015,1,880.0,8.66,subsequente,f,preta,30,false,false,1.0,outro,ensino fundamental completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
2351,btc,buriticupu - agroecologia - integrado,2015,1,500.0,7.97,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
22425,pin,pinheiro - técnico em informática,2016,1,330.0,0.0,integrado,m,parda,19,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
17683,cax,caxias - técnico em agroindústria,2015,1,2000.0,8.12,integrado,f,parda,21,false,false,0.0,pais,ensino superior completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26200,gra,técnico em administração integrado ao ensino médio,2017,1,970.0,7.95,integrado,f,parda,19,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
24499,mtc,técnico em eletromecânica integrado tc: t n área: controle e processos industriais,2015,1,750.0,7.89,integrado,f,parda,21,true,false,0.0,mãe,ensino fundamental completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
28753,cax,caxias - licenciatura em química,2014,1,2287.0,8.23,licenciatura,f,parda,40,false,false,0.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,1.0,casado(a),1,urbano,autônomo,0.0,0.0,0.0,0.0
14010,cod,codó - técnico em informática integrado ao ensino médio,2015,1,290.0,0.0,integrado,f,parda,20,true,false,0.0,mãe,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
17331,pin,pinheiro -técnico em marketing,2015,1,600.0,8.71,integrado,m,branca,20,false,false,0.0,mãe,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
15741,bac,bacharelado em administração,2019,2,4102.28,0.42,bacharelado,m,parda,26,false,false,0.0,pais,ensino fundamental incompleto,ensino médio incompleto,0.0,divorciado(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
26269,pin,pinheiro -técnico em marketing,2015,1,520.0,7.43,integrado,f,parda,20,false,false,0.0,parentes,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
12918,cnt,técnico em administração integrado ao ensino médio,2015,1,580.0,7.63,integrado,m,parda,23,false,false,0.0,parentes,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
30113,mtc,"técnico de segurança do trabalho integrado tc: nárea: ambiente, saúde e segurança",2014,1,0.0,8.25,integrado,f,parda,21,false,false,0.0,parentes,ensino fundamental incompleto,não estudou,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
19957,pin,curso técnico em administração integrado - pinheiro,2014,1,2268.0,8.33,integrado,m,branca,24,false,false,1.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
11198,bdc,curso técnico em química integrado ao ensino médio- tc: área: controle e processos industriais,2017,1,0.0,7.41,integrado,f,indigena,18,true,false,0.0,outro,não sei informar,não sei informar,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
11907,btc,buriticupu - segurança do trabalho,2017,2,2230.0,8.2,subsequente,m,preta,22,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
12996,cnt,técnico em administração integrado ao ensino médio,2017,1,1606.52,8.5,integrado,f,parda,19,false,false,0.0,pais,ensino fundamental completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
